Location,Trap #,Trip,Date,Gas Vol,Vial #,Emptied?,Anemometer,Start,End,YSI Top Temp,YSI Top Pressure,YSI Top DO %L,YSI Top DO mg/L,YSI Top SPC,YSI Top C,YSI Top pH,YSI Bottom Temp,YSI Bottom Pressure,YSI Bottom DO %L,YSI Bottom DO mg/L,YSI Bottom SPC,YSI Bottom C,YSI Bottom pH,Macrophyte/Shade,Notes
Picks,P1A,1,9/13/2022,2.3,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1B,1,9/13/2022,0.3,N/A,No,0.0/0.2,10:36:48.873,10:38:02.786,,,,,,,,,,,,,,,Wolffia sun,
Picks,P1C,1,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1D,1,9/13/2022,3.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1E,1,9/13/2022,0.1,N/A,No,0.0/0.3,10:41:45.564,10:42:53.468,,,,,,,,,,,,,,,Wolffia shade,
Picks,P2A,1,9/13/2022,2.5,N/A,No,0.2/0.2,10:45:18.370,10:48:07.188,23.7,743.9,5.7,0.42,60,58.6,6.84,23.6,743.8,3.3,0.26,59.3,57.7,6.72,Wolffia shade,
Picks,P2B,1,9/13/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P2C,1,9/13/2022,0.0,N/A,No,1.0/0.7,10:50:43.979,10:53:30.775,24.2,743.9,5,0.34,58.7,57.7,6.64,21.1,743.9,2.1,0.18,459.8,424,7.02,Wolffia sun,
Picks,P2D,1,9/13/2022,0.0,N/A,No,0.1/0.1,10:55:06.767,10:56:09.668,,,,,,,,,,,,,,,Wolffia sun,
Picks,P2E,1,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3A,1,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3B,1,9/13/2022,1.4,N/A,No,0.0/0.3,10:59:31.573,11:00:44.367,,,,,,,,,,,,,,,Wolffia shade,
Picks,P3C,1,9/13/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3D,1,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3E,1,9/13/2022,0.3,N/A,No,0.2/0.5,11:03:01.375,11:04:19.273,,,,,,,,,,,,,,,Wolffia sun,
Picks,P4A,1,9/13/2022,N/A,N/A,No,0.3./0.4,11:08:31.168,11:09:37.069,24.7,743.9,8.5,0.65,62,61.4,6.69,23.5,743.8,3.2,0.26,67.8,64.5,6.69,Wolffia shade,
Picks,P4B,1,9/13/2022,2.7,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P4C,1,9/13/2022,2.5,N/A,No,0.1/0.0,11:11:59.969,11:13:47.872,24,743.8,6.9,0.49,64.5,63.6,6.69,23.5,743.8,2.8,0.22,86.5,83.6,6.66,Wolffia sun,
Picks,P4D,1,9/13/2022,0.0,N/A,No,0.9/0.9,11:15:45.771,11:16:24.665,,,,,,,,,,,,,,,Wolffia sun,
Picks,P4E,1,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5A,1,9/13/2022,2.6,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5B,1,9/13/2022,5.0,N/A,No,0.1/0.0,11:19:28.570,11:20:35.487,,,,,,,,,,,,,,,Wolffia sun,
Picks,P5C,1,9/13/2022,N/A,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5D,1,9/13/2022,2.6,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5E,1,9/13/2022,1.8,N/A,No,0.6/0.3,11:24:19.381,11:26:28.272,,,,,,,,,,,,,,,Wolffia sun,
Picks,P1A,2,9/13/2022,2.2,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1B,2,9/13/2022,0.3,N/A,No,0.2/1.4,12:55:58.665,12:57:10.371,,,,,,,,,,,,,,,Wolffia sun,
Picks,P1C,2,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1D,2,9/13/2022,36.0,0261,Yes,,,,,,,,,,,,,,,,,,,
Picks,P1E,2,9/13/2022,0.2,N/A,No,0.4/0.5,13:00:13.059,13:01:05.959,,,,,,,,,,,,,,,Wolffia sun,
Picks,P2A,2,9/13/2022,9.8,N/A,No,0.6/0.9,13:06:06.562,13:08:59.357,25.3,743.6,20,1.53,57.1,57.1,7.25,24.3,743.6,16,1.25,56.8,56.2,6.91,Wolffia sun,
Picks,P2B,2,9/13/2022,0.8,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P2C,2,9/13/2022,0.1,N/A,No,0.7/0.6,13:10:43.162,13:12:00.267,26.5,743.6,12.2,0.9,59.2,59.8,6.71,21.1,743.6,1.9,0.17,463,427.4,6.89,Sun,
Picks,P2D,2,9/13/2022,0.0,N/A,No,0.1/0.1,13:15:15.758,13:16:17.661,,,,,,,,,,,,,,,Sun,
Picks,P2E,2,9/13/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3A,2,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3B,2,9/13/2022,2.7,N/A,No,0.4/0.5,13:19:52.264,13:20:58.164,,,,,,,,,,,,,,,Wolffia sun,
Picks,P3C,2,9/13/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3D,2,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3E,2,9/13/2022,0.4,N/A,No,0.4/0.6,13:23:14.967,13:24:05.864,,,,,,,,,,,,,,,Shade,
Picks,P4A,2,9/13/2022,1.3,N/A,No,0.3/0.7,13:27:33.567,13:30:26.267,25.2,743.6,5.2,0.41,62.2,62.7,6.65,24.3,743.6,2.5,0.21,69.2,68.3,6.67,Wolffia sun,
Picks,P4B,2,9/13/2022,5.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P4C,2,9/13/2022,10.0,N/A,No,1.1/1.0,13:33:08.075,13:35:36.869,27,743.5,9.3,0.67,60.5,62,6.65,23.6,743.5,2.9,0.26,125.7,122.9,6.3,Wolffia sun,
Picks,P4D,2,9/13/2022,0.5,N/A,No,0.1/0.1,13:36:49.765,13:38:08.588,,,,,,,,,,,,,,,Wolffia sun,
Picks,P4E,2,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5A,2,9/13/2022,4.5,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5B,2,9/13/2022,4.7,N/A,No,0.5/0.7,13:43:50.265,13:46:20.167,,,,,,,,,,,,,,,Wolffia sun,
Picks,P5C,2,9/13/2022,0.9,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5D,2,9/13/2022,5.2,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5E,2,9/13/2022,2.3,N/A,No,0.1/0.2,13:49:22.766,13:50:40.627,,,,,,,,,,,,,,,Wolffia shade,
Picks,P1A,3,9/13/2022,4.6,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1B,3,9/13/2022,2.4,N/A,No,0.2/0.2,16:09:17.906,16:11:39.560,,,,,,,,,,,,,,,Wolffia sun,
Picks,P1C,3,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1D,3,9/13/2022,7.5,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1E,3,9/13/2022,0.2,N/A,No,0.1/0.1,16:13:58.558,16:15:02.364,,,,,,,,,,,,,,,Wolffia(ish) shade,
Picks,P2A,3,9/13/2022,9.9,N/A,No,0.5/0.4,16:19:02.064,16:20:42.870,26.4,724.7,45,3.47,56.7,58.1,7.65,24.8,742.7,26.8,2.22,56.2,55.9,7.2,Wolffia sun,
Picks,P2B,3,9/13/2022,1.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P2C,3,9/13/2022,1.2,N/A,No,0.2/0.2,16:23:02.567,16:26:02.262,25.8,742.6,31.3,2.51,58,58.8,7.04,23.8,742.7,2.6,0.21,59.2,57.8,6.79,Wolffia shade,
Picks,P2D,3,9/13/2022,0.0,N/A,No,0.5/0.1,16:27:53.964,16:29:02.772,,,,,,,,,,,,,,,Wolffia shade,
Picks,P2E,3,9/13/2022,0.6,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3A,3,9/13/2022,4.8,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3B,3,9/13/2022,2.5,N/A,No,0.2/0.1,16:32:45.667,16:34:16.498,,,,,,,,,,,,,,,Wolffia semi-shade,
Picks,P3C,3,9/13/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3D,3,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P3E,3,9/13/2022,0.3,N/A,No,0.2/0.2,16:36:45.471,16:38:13.366,,,,,,,,,,,,,,,Wolffia shade,
Picks,P4A,3,9/13/2022,0.5,N/A,No,0.5/0.1,16:40:46.072,16:45:26.773,25.6,742.6,3.5,0.29,66.2,66.7,6.9,24.3,742.6,2.2,0.18,78.5,76.7,6.7,Wolffia shade,
Picks,P4B,3,9/13/2022,5.3,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P4C,3,9/13/2022,11.4,N/A,No,0.9/0.8,16:50:17.683,16:54:25.265,25.9,742.6,14.2,1.05,59.2,60.4,6.73,23.8,742.6,2.3,0.19,86.8,84.8,6.53,Wolffia semi-shade,
Picks,P4D,3,9/13/2022,2.7,N/A,No,0.0/0.0,16:56:12.168,16:57:20.984,,,,,,,,,,,,,,,Wolffia shade,
Picks,P4E,3,9/13/2022,2.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5A,3,9/13/2022,12.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5B,3,9/13/2022,0.7,N/A,No,0.3/0.5,17:02:35.468,17:04:08.469,,,,,,,,,,,,,,,Wolffia shade,
Picks,P5C,3,9/13/2022,2.5,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5D,3,9/13/2022,7.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P5E,3,9/13/2022,2.7,N/A,No,0.3/0.3,17:09:04.268,17:10:54.171,,,,,,,,,,,,,,,Wolffia shade,Diffusion reading re-done
Picks,P1A,4,9/13/2022,7.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1B,4,9/13/2022,2.5,N/A,No,0.3,19:08:52.577,19:09:51.460,,,,,,,,,,,,,,,Wolffia,
Picks,P1C,4,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1D,4,9/13/2022,28.0,0262,Yes,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1E,4,9/13/2022,0.3,N/A,No,0.1,19:13:19.069,19:14:22.054,,,,,,,,,,,,,,,Wolffia,
Picks,P2A,4,9/13/2022,12.3,N/A,No,0.1,19:16:28.759,19:20:24.359,25.1,743.1,21.7,1.75,56.4,56.6,7.49,23.8,743.1,1.9,0.15,61.3,59.8,6.85,Wolffia,
Picks,P2B,4,9/13/2022,0.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P2C,4,9/13/2022,0.9,N/A,No,0,19:22:50.159,19:25:54.067,25.1,743,24.6,1.96,57.6,57.8,6.95,21.9,743,1.1,0.1,393.5,370.6,6.92,Wolffia,
Picks,P2D,4,9/13/2022,0.0,N/A,No,0.1,19:27:41.862,19:28:43.758,,,,,,,,,,,,,,,Wolffia,
Picks,P2E,4,9/13/2022,1.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3A,4,9/13/2022,4.8,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3B,4,9/13/2022,5.0,N/A,No,0.2,19:32:38.558,19:33:53.561,,,,,,,,,,,,,,,Wolffia,
Picks,P3C,4,9/13/2022,0.7,N/A,N/A,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3D,4,9/13/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3E,4,9/13/2022,0.4,N/A,No,0,19:37:19.356,19:38:44.362,,,,,,,,,,,,,,,Wolffia,
Picks,P4A,4,9/13/2022,0.4,N/A,No,0,19:42:03.257,19:43:55.160,23.1,743.1,1,0.07,71.1,71.3,6.7,24.1,743.1,0.7,0.06,83.3,81.5,6.66,Wolffia,
Picks,P4B,4,9/13/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P4C,4,9/13/2022,10.0,N/A,No,0.1,19:46:58.959,19:49:40.761,25.1,743.1,1.7,0.13,63.4,63.1,6.66,23.9,743.1,1,0.08,80.4,78.8,6.61,Wolffia,
Picks,P4D,4,9/13/2022,0.0,N/A,No,0.1,19:51:24.658,19:52:33.458,,,,,,,,,,,,,,,Wolffia,
Picks,P4E,4,9/13/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5A,4,9/13/2022,12.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5B,4,9/13/2022,2.2,N/A,No,0,19:56:49.162,19:58:03.058,,,,,,,,,,,,,,,Wolffia,
Picks,P5C,4,9/13/2022,0.27,N/A,N/A,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5D,4,9/13/2022,12.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5E,4,9/13/2022,7.1,N/A,No,0,20:02:59.270,20:04:01.263,,,,,,,,,,,,,,,Wolffia,
Picks,P1A,5,9/13/2022,1.8,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1B,5,9/13/2022,1.0,N/A,No,0.3,21:58:40.974,21:59:39.872,,,,,,,,,,,,,,,Wolffia,
Picks,P1C,5,9/13/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1D,5,9/13/2022,14.9,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1E,5,9/13/2022,0.9,N/A,No,0.3,22:02:18.494,22:03:31.410,,,,,,,,,,,,,,,Wolffia,
Picks,P2A,5,9/13/2022,14.9,N/A,No,0.6,22:05:49.973,22:09:07.674,24.2,744,14.2,1.17,56.3,55.5,7.48,23.9,744,2.4,0.2,65.6,64.1,6.89,Wolffia,
Picks,P2B,5,9/13/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P2C,5,9/13/2022,1.9,N/A,No,0.3,22:11:12.477,22:13:33.279,24.3,744,14.5,1.19,57.5,56.7,6.91,22.2,744.1,1.4,0.12,384.7,362.4,6.87,Wolffia,
Picks,P2D,5,9/13/2022,0.2,N/A,No,0.3,22:14:59.068,22:16:02.879,,,,,,,,,,,,,,,Wolffia,
Picks,P2E,5,9/13/2022,2.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3A,5,9/13/2022,4.8,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3B,5,9/13/2022,4.5,N/A,No,0.1,22:20:08.575,22:21:49.475,,,,,,,,,,,,,,,Wolffia,
Picks,P3C,5,9/13/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3D,5,9/13/2022,1.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3E,5,9/13/2022,0.6,N/A,No,0.2,22:24:47.375,22:25:54.272,,,,,,,,,,,,,,,Wolffia,
Picks,P4A,5,9/13/2022,2.5,N/A,No,0.5,22:28:44.980,22:31:21.694,24.3,744.1,0.8,0.06,76,75.7,6.8,24.2,744.1,0.6,0.05,80.1,71.1,6.79,Wolffia,
Picks,P4B,5,9/13/2022,N/A,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,Trap fell on bottom
Picks,P4C,5,9/13/2022,15.1,N/A,N/A,0.2,22:39:46.457,22:40:50.296,24.3,744.1,1,0.08,74.8,72.6,6.74,24,744.1,0.6,0.05,74,73.9,6.74,Wolffia,Analyzer time stamp stopped showing
Picks,P4D,5,9/13/2022,0.0,N/A,No,0,22:42:38.956,22:43:45.860,,,,,,,,,,,,,,,Wolffia,
Picks,P4E,5,9/13/2022,7.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5A,5,9/13/2022,24.5,0263,Yes,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5B,5,9/13/2022,2.7,N/A,No,0,22:49:09.260,22:50:29.259,,,,,,,,,,,,,,,Wolffia,
Picks,P5C,5,9/13/2022,1.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5D,5,9/13/2022,10.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5E,5,9/13/2022,7.5,N/A,No,0.3,22:54:13.961,22:55:34.866,,,,,,,,,,,,,,,Wolffia,
Picks,P1A,6,9/14/2022,7.6,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1B,6,9/14/2022,2.7,N/A,No,0.0/0.0,01:11:15.075,01:12:31.871,,,,,,,,,,,,,,,Wolffia,
Picks,P1C,6,9/14/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1D,6,9/14/2022,19.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1E,6,9/14/2022,2.5,N/A,No,0.1/0.0,01:15:22.772,01:16:24.668,,,,,,,,,,,,,,,Wolffia,
Picks,P2A,6,9/14/2022,17.9,N/A,No,0.0/0.0,01:18:39.271,01:21:55.972,23.6,744.8,5.1,0.42,57.8,56.3,7.22,23.6,744.7,3.8,0.32,57.7,56.1,6.86,Wolffia,
Picks,P2B,6,9/14/2022,0.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P2C,6,9/14/2022,1.2,N/A,No,0.3/0.1,01:24:46.579,01:29:12.274,23.7,744.7,4.7,0.38,57.9,56.4,6.72,21.4,744.7,1.3,0.12,443.1,411.8,6.95,Wolffia,
Picks,P2D,6,9/14/2022,0.2,N/A,No,0.0/0.0,01:30:53.179,01:33:15.977,,,,,,,,,,,,,,,Wolffia,
Picks,P2E,6,9/14/2022,2.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3A,6,9/14/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3B,6,9/14/2022,5.1,N/A,No,0.5/0.3,01:37:24.673,01:38:34.409,,,,,,,,,,,,,,,Wolffia,
Picks,P3C,6,9/14/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3D,6,9/14/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3E,6,9/14/2022,0.5,N/A,No,0.2/0.1,01:41:35.277,01:43:25.184,,,,,,,,,,,,,,,Wolffia,
Picks,P4A,6,9/14/2022,0.0,N/A,No,0.0/0.0,01:46:11.992,01:49:43.588,23.7,744.7,2.7,0.21,78.6,76.5,6.78,23.7,744.8,1.5,0.12,81.9,80.1,6.74,Wolffia,
Picks,P4B,6,9/14/2022,N/A,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P4C,6,9/14/2022,0.0,N/A,No,0.0/0.0,01:51:43.377,01:54:00.377,23.7,744.8,10.5,0.86,73.6,71.8,6.75,23.7,744.8,1.6,0.13,75.2,73.4,6.77,Wolffia,
Picks,P4D,6,9/14/2022,0.0,N/A,No,0.0/0.0,01:56:08.376,01:57:25.379,,,,,,,,,,,,,,,Wolffia,
Picks,P4E,6,9/14/2022,7.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5A,6,9/14/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5B,6,9/14/2022,2.1,N/A,No,0.1/0.0,02:01:14.075,02:02:14.984,,,,,,,,,,,,,,,Wolffia,
Picks,P5C,6,9/14/2022,2.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5D,6,9/14/2022,11.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5E,6,9/14/2022,10.0,N/A,No,0.0/0.0,02:05:57.882,02:07:05.780,,,,,,,,,,,,,,,Wolffia,
Picks,P1A,7,9/14/2022,10.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1B,7,9/14/2022,2.5,N/A,No,0.0/0.0,04:06:17.296,04:07:51.166,,,,,,,,,,,,,,,Wolffia,
Picks,P1C,7,9/14/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1D,7,9/14/2022,23.0,0264,Yes,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P1E,7,9/14/2022,4.7,N/A,No,0.0/0.0,04:12:15.665,04:13:18.664,,,,,,,,,,,,,,,,
Picks,P2A,7,9/14/2022,20.0,0265,Yes,0.0/0.0,04:17:05.169,04:18:54.961,23.3,744.8,2.7,0.23,61.2,59.3,6.82,23.3,744.8,2.3,0.19,62.4,60.4,6.62,Wolffia,
Picks,P2B,7,9/14/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P2C,7,9/14/2022,2.7,N/A,No,0.5/0.3,04:21:34.786,04:24:02.596,23.4,744.8,4.1,0.36,59.4,57.5,6.61,21.5,744.9,1.7,0.15,436.5,407,7.01,Wolffia,
Picks,P2D,7,9/14/2022,0.2,N/A,No,0.0/0.0,04:26:20.369,04:27:32.176,,,,,,,,,,,,,,,Wolffia,
Picks,P2E,7,9/14/2022,4.9,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3A,7,9/14/2022,7.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3B,7,9/14/2022,7.5,N/A,No,0.3/0.3,04:32:13.072,04:33:23.066,,,,,,,,,,,,,,,Wolffia,
Picks,P3C,7,9/14/2022,1.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3D,7,9/14/2022,2.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3E,7,9/14/2022,2.2,N/A,No,0.1/0.3,04:36:15.768,04:37:17.669,,,,,,,,,,,,,,,Wolffia,
Picks,P4A,7,9/14/2022,0.7,N/A,No,0.0/0.0,04:39:50.566,04:41:20.475,23.3,744.8,3.1,0.26,73.3,70.9,6.75,23.3,744.8,1.9,0.16,78.4,76,6.75,Wolffia,
Picks,P4B,7,9/14/2022,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P4C,7,9/14/2022,0.0,N/A,No,0.1/0.2,04:44:08.174,04:46:48.073,23.4,744.8,1.9,0.16,77.8,75.4,6.78,23.4,744.9,1.4,0.11,87.8,85.4,6.71,Wolffia,
Picks,P4D,7,9/14/2022,0.5,N/A,No,0.2/0.3,04:48:24.966,04:49:31.968,,,,,,,,,,,,,,,Wolffia,
Picks,P4E,7,9/14/2022,9.8,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5A,7,9/14/2022,0.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5B,7,9/14/2022,5.0,N/A,No,0.0/0.0,04:52:56.868,04:54:01.867,,,,,,,,,,,,,,,Wolffia,
Picks,P5C,7,9/14/2022,0.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5D,7,9/14/2022,11.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5E,7,9/14/2022,10.0,N/A,No,0.2/0.2,04:58:09.679,04:59:08.671,,,,,,,,,,,,,,,Wolffia,
Picks,P1A,8,9/14/2022,10.3,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1B,8,9/14/2022,2.7,N/A,No,0.0/0.0,07:20:56.876,07:22:04.764,,,,,,,,,,,,,,,,
Picks,P1C,8,9/14/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Picks,P1D,8,9/14/2022,34.0,0266,Yes,,,,,,,,,,,,,,,,,,,
Picks,P1E,8,9/14/2022,2.8,N/A,No,0.0/0.0,07:27:30.157,07:29:05.879,,,,,,,,,,,,,,,,
Picks,P2A,8,9/14/2022,2.5,N/A,No,0.4/0.4,07:31:33.482,07:35:43.062,23,746,3.7,0.29,62.9,60.5,6.79,23,746,2.1,0.18,63.3,60.8,6.64,Wolffia,
Picks,P2B,8,9/14/2022,2.6,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P2C,8,9/14/2022,5.0,N/A,No,0.3/0.2,07:38:02.959,07:42:29.775,23.1,746,3,0.25,62,59.7,6.62,20.8,746.1,1.5,0.13,497.1,457,7.05,Wolffia,
Picks,P2D,8,9/14/2022,0.2,N/A,No,0.0/0.0,07:44:02.763,07:45:52.662,,,,,,,,,,,,,,,Wolffia,
Picks,P2E,8,9/14/2022,2.7,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3A,8,9/14/2022,7.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3B,8,9/14/2022,7.4,N/A,No,0.3/0.3,07:49:51.462,07:50:52.365,,,,,,,,,,,,,,,Wolffia,
Picks,P3C,8,9/14/2022,1.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3D,8,9/14/2022,1.5,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P3E,8,9/14/2022,2.5,N/A,No,0.0/0.0,07:53:48.268,07:54:58.089,,,,,,,,,,,,,,,Wolffia,
Picks,P4A,8,9/14/2022,0.5,N/A,No,0.1/0.1,07:57:10.961,07:59:14.759,22.9,746.2,2.6,0.21,71.7,68.9,6.74,22.9,746.3,6.2,0.52,76.2,73.2,6.71,Wolffia,
Picks,P4B,8,9/14/2022,N/A,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P4C,8,9/14/2022,0.0,N/A,No,0.2/0.1,08:01:56.490,08:03:16.367,23,746.3,2.3,0.19,79.3,76.3,6.8,23,746.2,1.7,0.14,80.2,77.3,6.82,Wolffia,
Picks,P4D,8,9/14/2022,0.0,N/A,No,0.4/0.2,08:05:04.366,08:07:21.194,,,,,,,,,,,,,,,Wolffia,
Picks,P4E,8,9/14/2022,11.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5A,8,9/14/2022,15.0,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5B,8,9/14/2022,2.5,N/A,No,0.0/0.0,08:11:22.967,08:12:35.961,,,,,,,,,,,,,,,Wolffia,
Picks,P5C,8,9/14/2022,1.2,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5D,8,9/14/2022,9.9,N/A,No,,,,,,,,,,,,,,,,,,Wolffia,
Picks,P5E,8,9/14/2022,8.0,N/A,No,0.1/0.2,08:15:08.666,08:16:40.571,,,,,,,,,,,,,,,Wolffia,
