"site","date","period","sum_flux"
"Deans","2022-08-16","7~8",2.43734634932725
"Deans","2022-08-16","0~1",0.727946212859795
"Deans","2022-08-16","1~2",4.29388001768937
"Deans","2022-08-16","2~3",3.30101076541307
"Deans","2022-08-16","3~4",2.37586735672863
"Deans","2022-08-16","4~5",2.91599572825671
"Deans","2022-08-16","5~6",2.31086133044537
"Deans","2022-08-16","6~7",4.94387641662421
"Deans","2022-08-16","7~8",4.24312737877216
"Deans","2022-08-16","0~1",0.632006752472183
"Deans","2022-08-16","1~2",6.98687482251381
"Deans","2022-08-16","2~3",2.03168896936232
"Deans","2022-08-16","3~4",2.01808824633284
"Deans","2022-08-16","4~5",6.40461716985293
"Deans","2022-08-16","5~6",2.46491646276169
"Deans","2022-08-16","6~7",2.44533924662689
"Deans","2022-08-16","7~8",3.48970387174581
"Deans","2022-08-16","0~1",0.034843652902817
"Deans","2022-08-16","1~2",4.75107940682174
"Deans","2022-08-16","2~3",10.1088547283606
"Deans","2022-08-16","3~4",0.754823178496602
"Deans","2022-08-16","4~5",6.01546973473686
"Deans","2022-08-16","5~6",4.09742692018156
"Deans","2022-08-16","6~7",3.28982324817122
"Deans","2022-08-16","7~8",5.3704819188567
"Deans","2022-08-16","0~1",0.078459266917769
"Deans","2022-08-16","1~2",6.5110835257914
"Deans","2022-08-16","2~3",9.85680424992704
"Deans","2022-08-16","3~4",1.49984246948049
"Deans","2022-08-16","4~5",14.0821080030772
"Deans","2022-08-16","5~6",2.95443585054779
"Deans","2022-08-16","6~7",3.19811774813465
"Deans","2022-08-16","7~8",3.2462389701611
"Deans","2022-08-16","0~1",0.740128373868518
"Deans","2022-08-16","1~2",4.49856814528914
"Deans","2022-08-16","2~3",7.82985850271729
"Deans","2022-08-16","3~4",2.70238969945056
"Deans","2022-08-16","4~5",2.84170762281059
"Deans","2022-08-16","5~6",1.91997689203268
"Deans","2022-08-16","6~7",3.59818857867673
"Deans","2022-08-16","7~8",4.04033815765559
"Deans","2022-08-16","0~1",0.0759929947380574
"Deans","2022-08-16","1~2",6.61145408921466
"Deans","2022-08-16","2~3",3.23797026801183
"Deans","2022-08-16","3~4",0.812768721059804
"Deans","2022-08-16","4~5",3.86270912988829
"Deans","2022-08-16","5~6",2.86075288353149
"Deans","2022-08-16","6~7",2.63983577634244
"Deans","2022-08-16","7~8",5.21610568091429
"Deans","2022-08-16","0~1",1.0733865612294
"Deans","2022-08-16","1~2",7.33342528815867
"Deans","2022-08-16","2~3",2.68503220557981
"Deans","2022-08-16","3~4",1.54671348713621
"Deans","2022-08-16","4~5",14.5988842981829
"Deans","2022-08-16","5~6",3.68333731885023
"Deans","2022-08-16","6~7",6.30290864304692
"Deans","2022-08-16","7~8",1.94143486286605
"Deans","2022-08-16","0~1",0.0812969110670572
"Deans","2022-08-16","1~2",8.80314171909039
"Deans","2022-08-16","2~3",9.1172145808216
"Deans","2022-08-16","3~4",1.4766748573232
"Deans","2022-08-16","4~5",11.065575538528
"Deans","2022-08-16","5~6",1.57157204943007
"Deans","2022-08-16","6~7",3.0771987639612
"Deans","2022-08-16","7~8",2.52508115158096
"Deans","2022-08-16","0~1",0.0807907486197003
"Deans","2022-08-16","1~2",8.44310145404549
"Deans","2022-08-16","2~3",3.10677901502751
"Deans","2022-08-16","3~4",2.01816342741465
"Deans","2022-08-16","4~5",19.8127991168501
"Deans","2022-08-16","5~6",2.00306276537885
"Deans","2022-08-16","6~7",5.95220250404686
"Deans","2022-08-16","7~8",3.56480398843362
"Deans","2022-08-16","0~1",0.706398562899989
"Deans","2022-08-16","1~2",5.26541815252459
"Deans","2022-08-16","2~3",7.7408384926297
"Deans","2022-08-16","3~4",3.24478648465428
"Deans","2022-08-16","4~5",21.4381010556843
"Deans","2022-08-16","5~6",1.94900976098806
"Deans","2022-08-16","6~7",3.74414186195929
"Deans","2022-08-16","7~8",1.85007968099762
"Deans","2022-08-16","0~1",0.724751940026078
"Deans","2022-08-16","1~2",7.16213942082284
"Deans","2022-08-16","2~3",8.14305135344109
"Deans","2022-08-16","3~4",1.77542037955502
"Deans","2022-08-16","4~5",21.7465725933205
"Deans","2022-08-16","5~6",1.44677536694324
"Deans","2022-08-16","6~7",9.09942536250364
"Deans","2022-08-16","7~8",9.53166704468238
"Deans","2022-08-16","0~1",0.164476101883188
"Deans","2022-08-16","1~2",8.8405549275576
"Deans","2022-08-16","2~3",3.11031778896079
"Deans","2022-08-16","3~4",2.01642063850507
"Deans","2022-08-16","4~5",7.95744079912287
"Deans","2022-08-16","5~6",2.10120423711516
"Deans","2022-08-16","6~7",3.03745948123535
"Deans","2022-08-16","7~8",4.96731432804005
"Deans","2022-08-16","0~1",0.730800007178477
"Deans","2022-08-16","1~2",5.71884162998987
"Deans","2022-08-16","2~3",6.97942367383723
"Deans","2022-08-16","3~4",1.3713144243345
"Deans","2022-08-16","4~5",5.74761231732658
"Deans","2022-08-16","5~6",1.7298312870979
"Deans","2022-08-16","6~7",6.72862082884335
"Deans","2022-08-16","7~8",4.03897229936035
"Deans","2022-08-16","0~1",0.223144878320486
"Deans","2022-08-16","1~2",3.78299518379648
"Deans","2022-08-16","2~3",5.82692574602177
"Deans","2022-08-16","3~4",2.37600457766291
"Deans","2022-08-16","4~5",4.12047457841728
"Deans","2022-08-16","5~6",2.54261760183142
"Deans","2022-08-16","6~7",6.44038273264937
"Deans","2022-08-16","7~8",4.8020591338855
"Deans","2022-08-16","0~1",0.974810723154086
"Deans","2022-08-16","1~2",5.54455151397942
"Deans","2022-08-16","2~3",8.3339855686333
"Deans","2022-08-16","3~4",2.21397073866897
"Deans","2022-08-16","4~5",7.7826081618556
"Deans","2022-08-16","5~6",2.07465542869651
"Deans","2022-08-16","6~7",5.94430533217598
"Deans","2022-08-16","7~8",2.56857305387554
"Deans","2022-08-16","0~1",0.0963468379198476
"Deans","2022-08-16","1~2",3.53157233875684
"Deans","2022-08-16","2~3",3.56602657848004
"Deans","2022-08-16","3~4",1.99364957559055
"Deans","2022-08-16","4~5",3.64819347611956
"Deans","2022-08-16","5~6",3.59212026292097
"Deans","2022-08-16","6~7",5.22847951607658
"Deans","2022-08-16","7~8",3.12916835891276
"Deans","2022-08-16","0~1",1.01877536666284
"Deans","2022-08-16","1~2",6.45566591785676
"Deans","2022-08-16","2~3",4.54856852751571
"Deans","2022-08-16","3~4",2.15514773089617
"Deans","2022-08-16","4~5",4.15572777013334
"Deans","2022-08-16","5~6",1.35402118689733
"Deans","2022-08-16","6~7",8.53009798702999
"Deans","2022-08-16","7~8",3.46774198020389
"Deans","2022-08-16","0~1",1.04856434013328
"Deans","2022-08-16","1~2",7.78772921486417
"Deans","2022-08-16","2~3",5.19865551808894
"Deans","2022-08-16","3~4",0.796220788557492
"Deans","2022-08-16","4~5",9.80029914302869
"Deans","2022-08-16","5~6",2.59354475538131
"Deans","2022-08-16","6~7",11.9557777952392
"Deans","2022-08-16","7~8",2.99210753087322
"Deans","2022-08-16","0~1",0.884603154397107
"Deans","2022-08-16","1~2",2.81797208292282
"Deans","2022-08-16","2~3",5.92002785249552
"Deans","2022-08-16","3~4",1.74237247752377
"Deans","2022-08-16","4~5",3.67577435865865
"Deans","2022-08-16","5~6",2.30263332958049
"Deans","2022-08-16","6~7",4.08300171177588
"Deans","2022-08-16","7~8",3.55555206183406
"Deans","2022-08-16","0~1",0.91508323273779
"Deans","2022-08-16","1~2",6.01521737334237
"Deans","2022-08-16","2~3",2.91738635813949
"Deans","2022-08-16","3~4",1.48412460523219
"Deans","2022-08-16","4~5",17.3743364653624
"Deans","2022-08-16","5~6",2.06479402055481
"Deans","2022-08-16","6~7",8.39457373816626
"Deans","2022-08-16","7~8",3.852426619963
"Deans","2022-08-16","0~1",0.132010330454494
"Deans","2022-08-16","1~2",7.97938706792654
"Deans","2022-08-16","2~3",3.97005876073937
"Deans","2022-08-16","3~4",2.30699653933948
"Deans","2022-08-16","4~5",2.53586414600012
"Deans","2022-08-16","5~6",1.28921341592821
"Deans","2022-08-16","6~7",6.69552976840508
"Deans","2022-08-16","7~8",4.82906326970508
"Deans","2022-08-16","0~1",0.712259377885505
"Deans","2022-08-16","1~2",6.13878257377876
"Deans","2022-08-16","2~3",2.51917175662798
"Deans","2022-08-16","3~4",2.10366096919674
"Deans","2022-08-16","4~5",15.7885635518669
"Deans","2022-08-16","5~6",1.28374439980522
"Deans","2022-08-16","6~7",5.72323292019392
"Deans","2022-08-16","7~8",3.11055917857699
"Deans","2022-08-16","0~1",0.0271417630572759
"Deans","2022-08-16","1~2",3.11963442802923
"Deans","2022-08-16","2~3",4.11898109502497
"Deans","2022-08-16","3~4",1.92540717015517
"Deans","2022-08-16","4~5",9.5444957035699
"Deans","2022-08-16","5~6",2.90941745697704
"Deans","2022-08-16","6~7",7.80716675365615
"Deans","2022-08-16","7~8",3.75767407945646
"Deans","2022-08-16","0~1",0.557090635067551
"Deans","2022-08-16","1~2",7.18232782855889
"Deans","2022-08-16","2~3",4.82715040317297
"Deans","2022-08-16","3~4",2.67445632674636
"Deans","2022-08-16","4~5",3.35538977606891
"Deans","2022-08-16","5~6",2.70239335632666
"Deans","2022-08-16","6~7",4.69651983723762
"Deans","2022-08-16","7~8",3.77418140663369
"Deans","2022-08-16","0~1",0.0726592042433659
"Deans","2022-08-16","1~2",7.00276692536625
"Deans","2022-08-16","2~3",8.2938876165335
"Deans","2022-08-16","3~4",1.47507904034466
"Deans","2022-08-16","4~5",20.0852584022289
"Deans","2022-08-16","5~6",1.7815574658617
"Deans","2022-08-16","6~7",6.98856848206949
"Deans","2022-08-16","7~8",4.47678450010646
"Deans","2022-08-16","0~1",1.08817916579263
"Deans","2022-08-16","1~2",5.3740812258167
"Deans","2022-08-16","2~3",4.07699974802109
"Deans","2022-08-16","3~4",0.916239455844632
"Deans","2022-08-16","4~5",10.3200724204389
"Deans","2022-08-16","5~6",1.74381977645214
"Deans","2022-08-16","6~7",3.16541575343927
"Deans","2022-08-16","7~8",5.26066381498433
"Deans","2022-08-16","0~1",0.0914524435818617
"Deans","2022-08-16","1~2",6.87428597358327
"Deans","2022-08-16","2~3",5.58560671050283
"Deans","2022-08-16","3~4",0.972800330799588
"Deans","2022-08-16","4~5",12.0929330337962
"Deans","2022-08-16","5~6",0.902455851070415
"Deans","2022-08-16","6~7",4.62465677453333
"Deans","2022-08-16","7~8",5.94518822758365
"Deans","2022-08-16","0~1",0.0909023467910763
"Deans","2022-08-16","1~2",4.43732100993276
"Deans","2022-08-16","2~3",3.09284994898215
"Deans","2022-08-16","3~4",2.40271091100506
"Deans","2022-08-16","4~5",14.8698554647624
"Deans","2022-08-16","5~6",2.38419360211661
"Deans","2022-08-16","6~7",5.54956581970274
"Deans","2022-08-16","7~8",4.77241918564675
"Deans","2022-08-16","0~1",0.0669294899092948
"Deans","2022-08-16","1~2",5.17052129582931
"Deans","2022-08-16","2~3",7.59654736154757
"Deans","2022-08-16","3~4",2.19316075195489
"Deans","2022-08-16","4~5",12.4517693338967
"Deans","2022-08-16","5~6",1.91901295933214
"Deans","2022-08-16","6~7",7.55918561706764
"Deans","2022-08-16","7~8",2.30825109011706
"Deans","2022-08-16","0~1",0.964117692249243
"Deans","2022-08-16","1~2",6.25680560539527
"Deans","2022-08-16","2~3",5.79584049360741
"Deans","2022-08-16","3~4",2.61088129600261
"Deans","2022-08-16","4~5",13.4520169713568
"Deans","2022-08-16","5~6",0.698319964437078
"Deans","2022-08-16","6~7",10.1251822959359
"Deans","2022-08-16","7~8",5.42986911615265
"Deans","2022-08-16","0~1",2.26610932608678
"Deans","2022-08-16","1~2",5.21335425993653
"Deans","2022-08-16","2~3",4.96749219875317
"Deans","2022-08-16","3~4",0.674449162093728
"Deans","2022-08-16","4~5",11.4376744397384
"Deans","2022-08-16","5~6",1.27775187667518
"Deans","2022-08-16","6~7",10.8517383783084
"Deans","2022-08-16","7~8",3.26904135209626
"Deans","2022-08-16","0~1",1.04560842409874
"Deans","2022-08-16","1~2",7.16806865110896
"Deans","2022-08-16","2~3",5.75398927843669
"Deans","2022-08-16","3~4",2.59505606305545
"Deans","2022-08-16","4~5",10.2753812192464
"Deans","2022-08-16","5~6",0.756963616270031
"Deans","2022-08-16","6~7",4.05297789666489
"Deans","2022-08-16","7~8",3.12535853919481
"Deans","2022-08-16","0~1",0.0388001683176761
"Deans","2022-08-16","1~2",4.43434338423237
"Deans","2022-08-16","2~3",8.68115606856407
"Deans","2022-08-16","3~4",2.66805502955226
"Deans","2022-08-16","4~5",12.769835862961
"Deans","2022-08-16","5~6",1.12389248089095
"Deans","2022-08-16","6~7",8.87100771213641
"Deans","2022-08-16","7~8",6.09782835206041
"Deans","2022-08-16","0~1",0.523465302638152
"Deans","2022-08-16","1~2",3.24395996145482
"Deans","2022-08-16","2~3",7.08271099694872
"Deans","2022-08-16","3~4",1.30937049805873
"Deans","2022-08-16","4~5",5.77478211198466
"Deans","2022-08-16","5~6",2.21286622179823
"Deans","2022-08-16","6~7",2.14934287048711
"Deans","2022-08-16","7~8",5.32507419615361
"Deans","2022-08-16","0~1",0.630376366430474
"Deans","2022-08-16","1~2",2.32807191055698
"Deans","2022-08-16","2~3",1.17730996631937
"Deans","2022-08-16","3~4",2.11850664453137
"Deans","2022-08-16","4~5",6.84661212950265
"Deans","2022-08-16","5~6",2.46829690875765
"Deans","2022-08-16","6~7",8.87736529863479
"Deans","2022-08-16","7~8",2.80696285517695
"Deans","2022-08-16","0~1",1.82051731923233
"Deans","2022-08-16","1~2",4.35457139517744
"Deans","2022-08-16","2~3",5.29817179572084
"Deans","2022-08-16","3~4",1.78072710814777
"Deans","2022-08-16","4~5",20.5172454197639
"Deans","2022-08-16","5~6",2.64121271672333
"Deans","2022-08-16","6~7",3.14796066196936
"Deans","2022-08-16","7~8",3.39728909516648
"Deans","2022-08-16","0~1",1.14273835854811
"Deans","2022-08-16","1~2",4.93768324137548
"Deans","2022-08-16","2~3",3.38309005194305
"Deans","2022-08-16","3~4",4.21194800439079
"Deans","2022-08-16","4~5",12.8392591442949
"Deans","2022-08-16","5~6",1.83591423434985
"Deans","2022-08-16","6~7",3.07578551869518
"Deans","2022-08-16","7~8",4.79288045407334
"Deans","2022-08-16","0~1",0.838419203405768
"Deans","2022-08-16","1~2",5.21291325629689
"Deans","2022-08-16","2~3",3.61203111409628
"Deans","2022-08-16","3~4",2.47299150245143
"Deans","2022-08-16","4~5",14.8822880308265
"Deans","2022-08-16","5~6",1.58890133351969
"Deans","2022-08-16","6~7",6.87071475136883
"Deans","2022-08-16","7~8",4.88119377873954
"Deans","2022-08-16","0~1",0.521287376385859
"Deans","2022-08-16","1~2",4.82902086310002
"Deans","2022-08-16","2~3",3.71054206673394
"Deans","2022-08-16","3~4",2.5864952017946
"Deans","2022-08-16","4~5",11.275508505385
"Deans","2022-08-16","5~6",2.79505136451724
"Deans","2022-08-16","6~7",7.16707962081246
"Deans","2022-08-16","7~8",3.99992391639336
"Deans","2022-08-16","0~1",0.912029146292352
"Deans","2022-08-16","1~2",2.67805557831466
"Deans","2022-08-16","2~3",8.31759967758712
"Deans","2022-08-16","3~4",2.46838559356042
"Deans","2022-08-16","4~5",14.8324518980082
"Deans","2022-08-16","5~6",1.10948984276763
"Deans","2022-08-16","6~7",7.0430639783621
"Deans","2022-08-16","7~8",5.10730955280624
"Deans","2022-08-16","0~1",0.105626305627655
"Deans","2022-08-16","1~2",5.30109926174629
"Deans","2022-08-16","2~3",4.22315517957247
"Deans","2022-08-16","3~4",2.41348955575925
"Deans","2022-08-16","4~5",19.7532833105952
"Deans","2022-08-16","5~6",0.790957612227964
"Deans","2022-08-16","6~7",5.57330328980932
"Deans","2022-08-16","7~8",3.83088294183354
"Deans","2022-08-16","0~1",0.752395686179835
"Deans","2022-08-16","1~2",4.28984341856618
"Deans","2022-08-16","2~3",6.28898331213733
"Deans","2022-08-16","3~4",2.53144320585703
"Deans","2022-08-16","4~5",9.23806280381337
"Deans","2022-08-16","5~6",2.07297224501108
"Deans","2022-08-16","6~7",6.18027964269545
"Deans","2022-08-16","7~8",4.44429545447669
"Deans","2022-08-16","0~1",0.0862122303986941
"Deans","2022-08-16","1~2",9.96007777851401
"Deans","2022-08-16","2~3",5.34298700404168
"Deans","2022-08-16","3~4",3.67918516588781
"Deans","2022-08-16","4~5",14.3531628869711
"Deans","2022-08-16","5~6",2.84570730665912
"Deans","2022-08-16","6~7",12.4250185643064
"Deans","2022-08-16","7~8",7.24132224570149
"Deans","2022-08-16","0~1",0.655888656474051
"Deans","2022-08-16","1~2",5.97779513912835
"Deans","2022-08-16","2~3",4.13803329859194
"Deans","2022-08-16","3~4",4.08450998774502
"Deans","2022-08-16","4~5",5.43320349330288
"Deans","2022-08-16","5~6",4.20377303786326
"Deans","2022-08-16","6~7",3.91430873111112
"Deans","2022-08-16","7~8",5.78103652589033
"Deans","2022-08-16","0~1",1.06249822432638
"Deans","2022-08-16","1~2",5.65579801474244
"Deans","2022-08-16","2~3",5.23037410347797
"Deans","2022-08-16","3~4",1.58434552857249
"Deans","2022-08-16","4~5",3.86350944139219
"Deans","2022-08-16","5~6",3.65490258065179
"Deans","2022-08-16","6~7",2.51017419412474
"Deans","2022-08-16","7~8",4.42620160025881
"Deans","2022-08-16","0~1",1.16745947719128
"Deans","2022-08-16","1~2",3.94223567042203
"Deans","2022-08-16","2~3",2.20523953335606
"Deans","2022-08-16","3~4",2.83148215279334
"Deans","2022-08-16","4~5",2.77624715128551
"Deans","2022-08-16","5~6",1.87204647909007
"Deans","2022-08-16","6~7",7.82837628549995
"Deans","2022-08-16","7~8",6.1654030139292
"Deans","2022-08-16","0~1",1.09636653680699
"Deans","2022-08-16","1~2",6.96325023220059
"Deans","2022-08-16","2~3",2.56208725100967
"Deans","2022-08-16","3~4",3.79714599891222
"Deans","2022-08-16","4~5",13.0440969808767
"Deans","2022-08-16","5~6",2.28094607433527
"Deans","2022-08-16","6~7",3.12674210977417
"Deans","2022-08-16","7~8",4.3218266546662
"Deans","2022-08-16","0~1",0.875347301996364
"Deans","2022-08-16","1~2",5.54838323243487
"Deans","2022-08-16","2~3",3.57977974142659
"Deans","2022-08-16","3~4",1.77921165676669
"Deans","2022-08-16","4~5",12.9011795331032
"Deans","2022-08-16","5~6",2.07895632783554
"Deans","2022-08-16","6~7",5.70608901725741
"Deans","2022-08-16","7~8",1.33569157397072
"Deans","2022-08-16","0~1",0.0761912009462115
"Deans","2022-08-16","1~2",7.70128570869758
"Deans","2022-08-16","2~3",7.2154307198459
"Deans","2022-08-16","3~4",1.96934247484767
"Deans","2022-08-16","4~5",10.781641966294
"Deans","2022-08-16","5~6",2.2558030806526
"Deans","2022-08-16","6~7",7.55891037596392
"Deans","2022-08-16","7~8",4.83043259622245
"Deans","2022-08-16","0~1",0.0569872840638616
"Deans","2022-08-16","1~2",1.48852231384302
"Deans","2022-08-16","2~3",1.37112067610732
"Deans","2022-08-16","3~4",2.39410150173996
"Deans","2022-08-16","4~5",2.26963415055168
"Deans","2022-08-16","5~6",1.75105758119534
"Deans","2022-08-16","6~7",5.03619552708772
"Deans","2022-08-16","7~8",2.75078161953918
"Deans","2022-08-16","0~1",1.05033551947388
"Deans","2022-08-16","1~2",8.14045064261967
"Deans","2022-08-16","2~3",6.33191056803075
"Deans","2022-08-16","3~4",1.51785675098567
"Deans","2022-08-16","4~5",2.94234022136261
"Deans","2022-08-16","5~6",3.03980341844173
"Deans","2022-08-16","6~7",9.93159584555521
"Deans","2022-08-16","7~8",3.13510985028323
"Deans","2022-08-16","0~1",1.04010498661778
"Deans","2022-08-16","1~2",5.70713956809713
"Deans","2022-08-16","2~3",2.70901940838736
"Deans","2022-08-16","3~4",0.978714361954675
"Deans","2022-08-16","4~5",2.5831940083659
"Deans","2022-08-16","5~6",1.82704393263648
"Deans","2022-08-16","6~7",2.10770227178748
"Deans","2022-08-16","7~8",4.93408617918217
"Deans","2022-08-16","0~1",0.491862971949634
"Deans","2022-08-16","1~2",2.94330543556176
"Deans","2022-08-16","2~3",2.67584005086376
"Deans","2022-08-16","3~4",0.773127915614308
"Deans","2022-08-16","4~5",12.0595496599299
"Deans","2022-08-16","5~6",1.12041301127748
"Deans","2022-08-16","6~7",5.27725240737989
"Deans","2022-08-16","7~8",4.81291744198812
"Deans","2022-08-16","0~1",1.06795175957149
"Deans","2022-08-16","1~2",6.34464643610862
"Deans","2022-08-16","2~3",1.66713812710323
"Deans","2022-08-16","3~4",1.05612869214146
"Deans","2022-08-16","4~5",9.35563400851333
"Deans","2022-08-16","5~6",1.70982951080552
"Deans","2022-08-16","6~7",3.31230963336691
"Deans","2022-08-16","7~8",2.27579525198186
"Deans","2022-08-16","0~1",0.111038763102537
"Deans","2022-08-16","1~2",3.11746274287199
"Deans","2022-08-16","2~3",0.850535149521912
"Deans","2022-08-16","3~4",1.05681455271887
"Deans","2022-08-16","4~5",25.4990196145883
"Deans","2022-08-16","5~6",1.04141207211227
"Deans","2022-08-16","6~7",1.56500652955617
"Deans","2022-08-16","7~8",3.02331584124867
"Deans","2022-08-16","0~1",0.728665184301797
"Deans","2022-08-16","1~2",1.57399979223937
"Deans","2022-08-16","2~3",2.28559165154672
"Deans","2022-08-16","3~4",1.2696411609576
"Deans","2022-08-16","4~5",9.2931123806089
"Deans","2022-08-16","5~6",0.34729377831394
"Deans","2022-08-16","6~7",1.20731459131396
"Deans","2022-08-16","7~8",1.58372372481383
"Deans","2022-08-16","0~1",0.0949834892497196
"Deans","2022-08-16","1~2",1.95341370536816
"Deans","2022-08-16","2~3",1.80550277316833
"Deans","2022-08-16","3~4",3.62789858173831
"Deans","2022-08-16","4~5",4.032624356948
"Deans","2022-08-16","5~6",0.698784649827288
"Deans","2022-08-16","6~7",2.72501116185913
"Deans","2022-08-16","7~8",3.69633856941819
"Deans","2022-08-16","0~1",0.128297540831821
"Deans","2022-08-16","1~2",7.03725074671918
"Deans","2022-08-16","2~3",6.74319339194911
"Deans","2022-08-16","3~4",0.820589427115398
"Deans","2022-08-16","4~5",3.80442053674241
"Deans","2022-08-16","5~6",1.10351513135979
"Deans","2022-08-16","6~7",3.4015464099401
"Deans","2022-08-16","7~8",5.3243966112326
"Deans","2022-08-16","0~1",0.0960724749804483
"Deans","2022-08-16","1~2",5.23914816404669
"Deans","2022-08-16","2~3",2.95434925305438
"Deans","2022-08-16","3~4",0.227320138620718
"Deans","2022-08-16","4~5",2.03626727176104
"Deans","2022-08-16","5~6",0.787133112249334
"Deans","2022-08-16","6~7",5.08179907814765
"Deans","2022-08-16","7~8",4.31463234407593
"Deans","2022-08-16","0~1",0.757848596541871
"Deans","2022-08-16","1~2",1.74470853501276
"Deans","2022-08-16","2~3",1.63697453971203
"Deans","2022-08-16","3~4",0.738426223743923
"Deans","2022-08-16","4~5",2.81768200626675
"Deans","2022-08-16","5~6",2.05364334766094
"Deans","2022-08-16","6~7",2.39466750249018
"Deans","2022-08-16","7~8",3.47228388437491
"Deans","2022-08-16","0~1",0.795128408330494
"Deans","2022-08-16","1~2",3.69305352976353
"Deans","2022-08-16","2~3",0.604977809904441
"Deans","2022-08-16","3~4",0.628085306172131
"Deans","2022-08-16","4~5",14.946366658475
"Deans","2022-08-16","5~6",0.447715552717948
"Deans","2022-08-16","6~7",2.48059978291306
